date,day,month,year,2016,2017,shift,manana,tarde,noche,line,surimi_2,surimi_3,angurinas_1,angurinas_2,angurinas_3,chanquitos,muslitos,paella,rallado,tallarimis_2,tallarimis_3,totalEmp,staff,%staff,temp,%temp,staff_trained,%staff_trained,staff_untrained,%staff_untrained,temp_trained,%temp_trained,temp_untrained,%temp_untrained,idms,productionID,product,overweight,oee,disp,performance,quality, quality_head, quality_tail,intStockGen,intStockCon, m1, m2, ud1, ud2, rawMat, orgDec,orgEnvDec,prodMass, massBalance, prodMassPerMin, grossProductionTime, netProductionTime, lineDowntime,972527,Delta972527,972525,Delta972525,972524,Delta972524,911424,Delta911424,940128,Delta940128,931184,Delta931184,931702,Delta931702,931480,Delta931480,931713,Delta931713,931712,Delta931712,930942,Delta930942,931213,Delta931213,931735,Delta931735,931335,Delta931335,926381,Delta926381,975321,Delta975321,931464,Delta931464,975324,Delta975324,931544,Delta931544,433086,Delta433086,931605,Delta931605,931641,Delta931641,433121,Delta433121,931613,Delta931613,931422,Delta931422,970000,Delta970000,940129,Delta940129,930975,Delta930975,931387,Delta931387,940138,Delta940138,931707,Delta931707,931169,Delta931169,931679,Delta931679,970074,Delta970074,931162,Delta931162,931450,Delta931450,975261,Delta975261,433105,Delta433105,433100,Delta433100,940125,Delta940125,931278,Delta931278,433098,Delta433098,931507,Delta931507,640040,Delta640040,931170,Delta931170,990147,Delta990147,632899,Delta632899,931703,Delta931703,931571,Delta931571,931576,Delta931576,930918,Delta930918
17/6/2016,17,6,2016,1,0,manana,1,0,0,paella,0,0,0,0,0,0,0,1,0,0,0,10,6,60,4,40,1,16.66666667,5,83.33333333,0,0,4,100,2,112011,911424,4.8,0.270780502,0.545512821,0.769230769,0.645291254,0,0,0,0,0,0,0,0,0,0,0,5766,5766,16.93889542,480,340.4,139.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/11/2016,16,11,2016,1,0,manana,1,0,0,paella,0,0,0,0,0,0,0,1,0,0,0,10,5,50,5,50,1,20,4,80,0,0,5,100,3,118184,926381,0.2,0.272471119,0.664102564,0.769230769,0.533370105,0,0,0,0,0,0,0,0,0,0,0,5802,5802,14.00096525,480,414.4,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/9/2016,7,9,2016,1,0,manana,1,0,0,paella,0,0,0,0,0,0,0,1,0,0,0,10,4,40,6,60,1,25,3,75,0,0,6,100,3,114932,926381,3.5,0,0.56790293,0.769230769,0,0,0,0,0,0,0,0,0,0,0,0,6180,6180,17.43932919,480,354.3714286,125.6285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/12/2016,22,12,2016,1,0,manana,1,0,0,paella,0,0,0,0,0,0,0,1,0,0,0,10,8,80,2,20,1,12.5,7,87.5,0,0,2,100,3,119547,926381,3.2,0.290786137,0.570100733,0.769230769,0.663079271,0,0,0,0,0,0,0,0,0,0,0,6192,6192,17.40583086,480,355.7428571,124.2571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/1/2017,17,1,2017,0,1,manana,1,0,0,paella,0,0,0,0,0,0,0,1,0,0,0,10,9,90,1,10,1,11.11111111,8,88.88888889,0,0,1,100,3,120906,911424,8,0.336151028,0.655448718,0.769230769,0.666713238,0,0,0,0,0,0,0,0,0,0,0,7158,7158,17.50122249,480,409,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/5/2017,25,5,2017,0,1,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,8,80,2,20,7,87.5,1,12.5,0,0,2,100,94,126298,931169,3.1,0.229793079,0.91523653,0.772490222,0.325020391,100,98,0,0,235.29,235.29,13,12,5882.25,45,30,4125.6,-1756.65,10.6085898,480,388.8924051,91.10759494,0,0,0,0,0,0,2286,-840,0,0,0,0,1368,-385.2,14760,-360,0,0,7420.5,-6336,4302,0,20020,4426.8,3003,0,0,0,5490,0,1526.7,0,225,0,16797,4203,0,0,6120,0,18115,-5040,0,0,0,0,1.8,-3079.8,189.28,-487.2,0,0,0,0,1.25,0,0,0,6277.5,0,0,0,25660.8,10692,60897.2,43.68,0,-4410,14871.6,-5702.4,11301,-714,6300,0,10270,0,9270,0,360,0,210967.2,-38016,6045,0,1331.2,-896,7275,682.5,5070,-5544,9590,1800,3147,174,1123.2,1123.2,1024.8,0,928.4,0,0,0
22/5/2017,22,5,2017,0,1,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,8,80,2,20,7,87.5,1,12.5,0,0,2,100,94,126296,931162,4.5,0.169480896,0.767198679,0.772490222,0.285969631,100,96,0,0,235.29,235.29,3,4,1647.03,0,0,729,-918.03,6.35592098,115,114.6962025,0.303797468,0,0,0,0,0,0,3546,0,0,0,110,110,0,0,16200,0,0,0,13756.5,0,4590,166.5,17595.2,6252.4,3003,0,0,0,5490,0,1526.7,0,12.6,0,6114,0,0,0,6120,0,20390,8710,0,0,0,0,1.8,0,1.12,0,0,0,0,0,0,0,0,0,6277.5,-720,0,0,3931.2,0,75712,10890.88,0,0,15962.4,0,12015,0,6300,0,11950,0,9270,-720,360,0,315496.8,-43200,6045,0,2227.2,0,4500,-3150,12990,-1584,9950,-2880,1664,0,0,0,1024.8,0,249.7,0,0,0
22/5/2017,22,5,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,7,70,3,30,6,85.71428571,1,14.28571429,0,0,3,100,94,126297,931162,3.6,0.216558923,0.534830412,0.772490222,0.524163768,100,100,0,0,235.29,235.29,9,10,4470.51,1690,14,3888,-582.51,11.64999052,480,333.7341772,146.2658228,0,0,0,0,0,0,3546,0,0,0,110,110,0,0,16200,0,0,0,13756.5,0,4590,166.5,17595.2,6252.4,3003,0,0,0,5490,0,1526.7,0,12.6,0,6114,0,0,0,6120,0,20390,8710,0,0,0,0,1.8,0,1.12,0,0,0,0,0,0,0,0,0,6277.5,-720,0,0,3931.2,0,75712,10890.88,0,0,15962.4,0,12015,0,6300,0,11950,0,9270,-720,360,0,315496.8,-43200,6045,0,2227.2,0,4500,-3150,12990,-1584,9950,-2880,1664,0,0,0,1024.8,0,249.7,0,0,0
26/5/2017,26,5,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,7,70,3,30,6,85.71428571,1,14.28571429,1,33.33333333,2,66.66666667,94,126301,931170,2.5,0.334577807,0.942991608,0.772490222,0.459299859,96.2,100,0,0,237.67,237.67,11,12,5466.41,0,0,5256,-210.41,16.16601129,420,325.1265823,94.87341772,0,0,0,0,0,0,6708,4422,0,0,0,0,0,-1368,19690,4930,0,0,7420.5,0,4302,0,18860.8,-1159.2,3003,0,0,0,5490,0,1526.7,0,23.4,-201.6,16797,0,0,0,6120,0,18115,0,0,0,0,0,1.8,0,1.12,-188.16,0,0,0,0,1.25,0,0,0,6277.5,0,0,0,35229.6,9568.8,52073.84,-8823.36,0,0,14871.6,0,11301,0,6300,0,10270,0,9270,0,360,0,144439.2,-66528,6045,0,1331.2,0,12675,5400,6654,1584,9320,-270,2593,-554,1108.8,-14.4,1024.8,0,540.1,-388.3,0,0
12/9/2016,12,9,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,6,60,4,40,5,83.33333333,1,16.66666667,4,100,0,0,79,115249,931170,1.7,0.357181118,0.71880973,0.772490222,0.643252606,97.5,96.6,0,0,237.67,237.67,20,21,9744.47,55,0,9684,-60.47,21.59017905,480,448.5372714,31.46272855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/11/2016,17,11,2016,1,0,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,8,80,2,20,7,87.5,1,12.5,2,100,0,0,87,118281,940138,1.5,0.177028326,0.373657285,0.772490222,0.613304735,95.7,100,0,0,0,0,7,11,0,200,105,4171.5,4171.5,20.44683777,420,204.0168776,215.9831224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2016,4,7,2016,1,0,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,10,5,50,5,50,4,80,1,20,1,20,4,80,82,112397,931702,2.6,0.226260919,0.603981237,0.796875,0.470106111,90,72,1584,0,237.34,237.34,18,18,8544.24,194,37,5781.6,-2762.64,17.53201976,420,329.7737557,90.22624434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/3/2017,16,3,2017,0,1,tarde,0,1,0,muslitos,0,0,0,0,0,0,1,0,0,0,0,10,10,100,0,0,0,0,10,100,0,0,0,0,66,123443,975324,2,0.253893116,0.70271164,0.807692308,0.447329801,100,100,1192,0,243.36,0,13,0,3163.68,0,0,3954,790.32,9.017266968,480,438.4920635,41.50793651,0,0,4525,0,0,0,8274,-1680,0,0,0,0,475.2,475.2,15220,-720,0,0,14859,0,1399.5,0,800.8,-593.6,7179,2667,0,0,9084,3228,2219.7,0,255.6,-1240.2,1338,0,0,0,3960,0,11015,0,0,0,0,0,604.8,-3396.6,484.96,484.96,0,0,0,0,0,0,1938,-840,2565,0,0,0,29246.4,13996.8,67041.52,-8736,0,0,15114.6,0,5439,-714,7905,0,15590,0,12150,0,0,0,491572.8,-26784,6045,0,6707.2,0,9135,-1147.5,42810,-792,8985,0,2061.8,0,0,0,627.2,0,0,0,0,0
22/8/2016,22,8,2016,1,0,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,10,7,70,3,30,7,100,0,0,3,100,0,0,85,114567,931703,0.99,0.078895464,0.469290865,0.820512821,0.204891792,100,100,0,0,237.34,237.34,4,3,1661.38,0,0,720,-941.38,9.834805993,120,73.209375,46.790625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/8/2016,3,8,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,10,4,40,6,60,2,50,2,50,5,83.33333333,1,16.66666667,79,113880,975261,1.2,0.181208427,0.351942549,0.894176445,0.57581555,100,100,0,0,237.67,237.67,7,9,3802.72,0,0,3080,-722.72,22.43955986,300,137.2575942,162.7424058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/1/2017,25,1,2017,0,1,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,10,8,80,2,20,7,87.5,1,12.5,2,100,0,0,96,121383,632899,1,0.189349112,0.370489576,0.919230769,0.555984556,0,0,0,0,237.34,237.34,1,1,474.68,0,0,648,173.32,29.8980695,45,21.67364017,23.32635983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2017,7,6,2017,0,1,manana,1,0,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,10,6,60,4,40,6,100,0,0,2,50,2,50,100,127468,931703,3,0.266892082,0.401282051,0.923076923,0.720523353,100,45,0,0,237.34,237.34,7,7,3322.76,0,0,2131.2,-1191.56,38.90826107,105,54.775,50.225,0,0,0,0,0,0,7950,0,360,0,0,-115,12636,12636,17170,-720,0,0,0,0,4032,0,8050,-2002,3003,0,0,0,6228,0,1526.7,0,262.8,-675,30000,0,0,0,5040,0,24650,7615,0,0,0,0,304.2,-1974.6,137.76,136.64,0,0,0,0,1.25,-238.75,0,0,2677.5,0,0,0,15271.2,-2851.2,48426.56,-1747.2,0,0,14871.6,0,7017,0,13225,0,10260,0,8550,0,360,0,158176.8,0,6045,0,876.8,0,13110,-4665,5904,-792,16185,-20,2286.6,0,864,864,1024.8,0,583,333.3,0,-195.3
2/1/2017,2,1,2017,0,1,manana,1,0,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,10,90.90909091,1,9.090909091,10,100,0,0,1,100,0,0,94,119825,931641,2,0.037475345,0.128205128,0.320512821,0.912,100,100,0,0,237.34,237.34,1,0,237.34,663,125,136.8,-100.54,,20,,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/9/2016,12,9,2016,1,0,manana,1,0,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,6,100,0,0,3,60,2,40,85,115494,931707,1.3,0.202169625,0.769230769,0.384615385,0.683333333,100,60,0,0,237.34,237.34,1,0,237.34,0,0,147.6,-89.74,12.3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/10/2016,14,10,2016,1,0,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,6,100,0,0,2,40,3,60,87,116839,931735,2,0.14546933,0.530821918,0.389957265,0.702757639,100,100,0,0,237.34,237.34,18,0,4272.12,334,48,3540,-732.12,10.68734491,480,331.2328767,148.7671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/8/2016,29,8,2016,1,0,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,4,36.36363636,7,63.63636364,4,100,0,0,4,57.14285714,3,42.85714286,85,114751,931703,1.4,0.189349112,0.927012739,0.470512821,0.434116317,100,95,0,0,237.34,237.34,8,8,3797.44,197,0,2592,-1205.44,18.11586365,180,143.0790191,36.92098093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/11/2017,3,11,2017,0,1,manana,1,0,0,muslitos,0,0,0,0,0,0,1,0,0,0,0,11,7,63.63636364,4,36.36363636,0,0,7,100,0,0,4,100,73,134498,931605,2.4,0.12253701,0.526282051,0.488400488,0.476730163,99,100,0,0,243.36,0,9,0,2190.24,0,0,1905,-285.24,6.62954585,420,287.35,132.65,0,0,0,0,1080,0,14004,0,360,0,0,0,0,-684,10525,0,0,0,24628.5,9504,508.5,0,20020,2413.6,12009,0,0,0,5274,0,2688,0,14.4,-351,10539,0,0,0,3440,0,7300,-980,0,0,0,0,3.6,0,2.24,0,0,0,0,0,1.25,0,0,0,2079,0,0,0,45343.8,-712.8,140860.72,-1477.84,0,0,18414,0,9495,3915,0,0,6650,0,4722,0,360,0,362923.2,-9504,6040,0,6726.4,0,14872.5,2850,41304,0,19080,0,2900.48,0,0,0,0,0,0,0,0,0
15/7/2016,15,7,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,4,66.66666667,2,33.33333333,4,80,1,20,78,112703,931712,2.1,0.149942546,0.5222151,0.488917862,0.587272349,80,97,0,0,237.67,237.67,11,11,5228.74,170,100,4086,-1142.74,12.53904172,480,325.8622222,154.1377778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2016,2,8,2016,1,0,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,5,45.45454545,6,54.54545455,4,80,1,20,4,66.66666667,2,33.33333333,79,113392,931169,1.2,0.193241897,0.612889097,0.510656713,0.61743373,100,97.5,0,0,235.29,235.29,11,11,5176.38,80,2,4752,-424.38,12.42538765,480,382.4427966,97.55720339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/7/2017,28,7,2017,0,1,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,7,87.5,1,12.5,2,66.66666667,1,33.33333333,96,129900,931450,4.2,0.086504744,0.283853035,0.512820513,0.594266152,100,100,0,0,237.68,237.68,4,4,1901.44,0,0,873.6,-1027.84,13.15234602,180,66.42161017,113.5783898,0,0,4310,1790,935,0,4860,-2520,360,0,0,0,0,-6109.2,6100,0,0,-336,828,0,864,0,14014,-400.4,2148,0,0,-1046,864,0,1526.7,0,0,-126,19206,0,0,0,5760,0,13685,-3600,0,0,0,0,3.6,-2419.2,1.12,0,0,0,0,0,7.5,0,0,0,3366,-720,0,0,30780,2138.4,55036.8,-1754.48,3240,0,10551.6,-10692,3900,0,0,0,5570,0,3510,0,360,0,88452,-34560,6040,0,1868.8,-896,75,0,25896,13014,23605,0,379.2,0,72,0,84,0,0,0,0,0
20/1/2017,20,1,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,7,87.5,1,12.5,1,33.33333333,2,66.66666667,87,120921,931712,2.6,0.161082409,0.519746849,0.512820513,0.604353249,100,90,0,0,237.67,237.67,4,4,1901.36,0,0,1084.5,-816.86,13.37559446,120,81.08050847,38.91949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/10/2017,30,10,2017,0,1,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,5,45.45454545,6,54.54545455,5,100,0,0,2,33.33333333,4,66.66666667,110,133729,931702,4.5,0.411242604,0.902844551,0.512820513,0.888218327,100,57,0,0,237.34,237.34,5,9,3322.76,0,0,3002.4,-320.36,30.27948314,120,99.15625,20.84375,0,0,0,0,1080,0,14844,6444,360,0,0,0,0,0,8725,-360,0,0,15124.5,0,508.5,0,22411.2,-1002.4,12009,0,0,0,96,0,2688,-2339.4,14.4,0,10539,0,0,0,3800,-360,6480,0,0,0,0,0,3.6,0,1.12,0,0,0,0,0,1.25,0,0,0,2079,0,0,0,50333.4,0,142345.84,25924.08,0,0,18414,0,6294,0,0,0,7280,0,4722,0,360,0,343735.2,30240,6040,0,7174.4,0,10897.5,-810,45264,0,22685,-2880,2900.48,-985.08,0,0,0,0,0,0,0,0
20/1/2017,20,1,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,7,87.5,1,12.5,1,33.33333333,2,66.66666667,87,121378,940138,2.2,0.162641989,0.624447704,0.512820513,0.507891818,90,100,0,0,0,0,8,8,0,78,89,3285,3285,11.24070234,360,292.2415254,67.75847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/12/2016,14,12,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,7,87.5,1,12.5,1,33.33333333,2,66.66666667,87,119013,931170,1.9,0.218845016,0.685280047,0.514993481,0.620107298,100,98,0,0,237.67,237.67,13,11,5704.08,31,0,4236,-1468.08,13.78241799,345,307.3481013,37.65189873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2016,2,8,2016,1,0,manana,1,0,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,5,45.45454545,6,54.54545455,5,100,0,0,5,83.33333333,1,16.66666667,85,113471,931335,11.1,0.021917598,0.451794872,0.56980057,0.085139047,100,70,468,0,0,0,0,0,0,0,35,30,30,1.70261067,30,17.62,12.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/4/2017,12,4,2017,0,1,manana,1,0,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,6,100,0,0,2,40,3,60,96,124648,931703,7.5,0.108304794,0.296130952,0.574358974,0.63676688,100,94,0,1400,237.34,237.34,2,2,949.36,0,0,2325.6,1376.24,50.34155392,120,46.19642857,73.80357143,0,0,0,0,0,0,4428,-840,0,0,0,-156,684,-6156,10900,-1080,0,0,20884.5,0,531,-4.5,271.6,-2002,105,0,980,980,5112,0,2219.7,0,280.8,-739.8,14232,0,0,0,3600,0,6285,3720,0,0,0,0,4690.8,1062,1116.64,1116.64,0,0,0,0,2.5,-182.5,1522,-1428,8896.5,0,0,0,33868.8,-2138.4,24701.04,-1747.2,0,0,25839,-4276.8,5394,4371,9660,0,14470,0,11430,0,360,0,328694.4,-6912,6045,0,4467.2,-448,7237.5,-4050,50808,12672,8265,-3240,903,0,864,864,313.6,0,0,0,0,-107.1
13/2/2017,13,2,2017,0,1,manana,1,0,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,8,100,0,0,2,66.66666667,1,33.33333333,96,121753,931702,1.2,0.199868508,0.642783143,0.592307692,0.524967621,100,50,0,0,237.34,237.34,10,9,4509.46,306,142,2736,-1773.46,14.55210246,225,188.0140693,36.98593074,0,0,3745,0,0,0,16296,5376,0,0,0,0,0,0,21210,-720,0,0,0,0,1363.5,-580.5,23181.2,5563.6,6792,0,0,0,2028,0,2221.8,0,23.4,0,5718,0,0,0,2585,0,17495,-720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,-840,4725,0,0,0,33258.6,-2851.2,26943.28,-3268.72,0,0,7171.2,-1425.6,9723,0,11265,0,15590,-840,13590,0,0,0,415209.6,21499.2,6045,0,3603.2,0,8298,1065,39186,0,18520,0,2678.8,-577,0,0,803.6,0,0,0,0,0
