date,day,month,year,2016,2017,shift,manana,tarde,noche,line,surimi_2,surimi_3,angurinas_1,angurinas_2,angurinas_3,chanquitos,muslitos,paella,rallado,tallarimis_2,tallarimis_3,totalEmp,staff,%staff,temp,%temp,staff_trained,%staff_trained,staff_untrained,%staff_untrained,temp_trained,%temp_trained,temp_untrained,%temp_untrained,idms,productionID,product,overweight,oee,disp,performance,quality, quality_head, quality_tail,intStockGen,intStockCon, m1, m2, ud1, ud2, rawMat, orgDec,orgEnvDec,prodMass, massBalance, prodMassPerMin, grossProductionTime, netProductionTime, lineDowntime,972527,Delta972527,972525,Delta972525,972524,Delta972524,911424,Delta911424,940128,Delta940128,931184,Delta931184,931702,Delta931702,931480,Delta931480,931713,Delta931713,931712,Delta931712,930942,Delta930942,931213,Delta931213,931735,Delta931735,931335,Delta931335,926381,Delta926381,975321,Delta975321,931464,Delta931464,975324,Delta975324,931544,Delta931544,433086,Delta433086,931605,Delta931605,931641,Delta931641,433121,Delta433121,931613,Delta931613,931422,Delta931422,970000,Delta970000,940129,Delta940129,930975,Delta930975,931387,Delta931387,940138,Delta940138,931707,Delta931707,931169,Delta931169,931679,Delta931679,970074,Delta970074,931162,Delta931162,931450,Delta931450,975261,Delta975261,433105,Delta433105,433100,Delta433100,940125,Delta940125,931278,Delta931278,433098,Delta433098,931507,Delta931507,640040,Delta640040,931170,Delta931170,990147,Delta990147,632899,Delta632899,931703,Delta931703,931571,Delta931571,931576,Delta931576,930918,Delta930918
21/7/2016,21,7,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,7,63.63636364,4,36.36363636,6,85.71428571,1,14.28571429,3,75,1,25,79,112874,931278,0.7,0.327344047,0.678977785,0.769230769,0.626746958,96,100,0,0,237.68,237.68,23,24,11170.96,58,0,10800,-370.96,25.49080793,480,423.6821378,56.31786217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/6/2017,19,6,2017,0,1,tarde,0,1,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,3,27.27272727,8,72.72727273,1,33.33333333,2,66.66666667,1,12.5,7,87.5,207,128097,931613,4.764688972,0.203663858,0.413723776,0.769230769,0.63995117,100,90,0,0,135.27,41.67,19,6,2820.15,182,0,2453.4,-366.75,9.503274879,480,258.1636364,221.8363636,0,0,0,0,940,0,11394,-840,360,0,145,145,0,0,13210,0,0,0,20628,20628,3739.5,0,9671.2,-2002,10449,10113,0,0,0,-6228,1526.7,0,28.8,0,28206,-1794,0,0,4680,0,19970,-2520,0,0,0,0,5295.6,5293.8,1.12,0,0,0,0,0,6.25,0,0,0,7686,5008.5,0,0,40645.8,0,41503.28,11087.44,0,0,20779.2,3056.4,4875,-714,9025,0,9350,0,7830,0,360,0,101131.2,-26784,6045,0,6348.8,0,13200,2302.5,31182,-792,16185,0,419,0,0,0,397.6,0,0,0,0,0
2/1/2017,2,1,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,7,87.5,1,12.5,2,66.66666667,1,33.33333333,87,119802,931278,1.1,0.355085068,0.726779725,0.769230769,0.63514511,99.1,100,0,0,237.68,237.68,25,25,11884,271,143,11520,-364,25.40183473,480,453.5105485,26.48945148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/8/2016,30,8,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,5,45.45454545,6,54.54545455,4,80,1,20,6,100,0,0,79,114358,931169,3.6,0.309935015,0.659756032,0.769230769,0.610703806,94,90,0,0,235.29,235.29,17,17,7999.86,132,55,7646.4,-353.46,18.57329917,480,411.6877637,68.31223629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/8/2016,17,8,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,4,36.36363636,7,63.63636364,2,50,2,50,7,100,0,0,79,113922,931278,0.2,0.323398657,0.667101681,0.769230769,0.630216153,95.8,93,0,0,237.68,237.68,23,23,10933.28,72,51,10584,-349.28,25.42571688,480,416.2714487,63.72855134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/9/2016,20,9,2016,1,0,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,9,81.81818182,2,18.18181818,9,100,0,0,2,100,0,0,79,115386,931278,1.8,0.244805263,0.536689928,0.769230769,0.592980835,94.7,95,0,0,237.68,237.68,17,19,8556.48,41,47,8215.2,-341.28,24.53070934,480,334.8945148,145.1054852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/10/2017,27,10,2017,0,1,manana,1,0,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,5,45.45454545,6,54.54545455,0,0,5,100,0,0,6,100,209,134195,931679,3.013937282,0.213156165,0.481074481,0.769230769,0.576008549,70,90,0,0,135.27,41.67,14,3,2018.79,20,0,1681.68,-337.11,8.536446701,315,197,118,0,0,0,0,1080,0,8400,4620,360,0,0,0,0,-1368,9085,-360,0,0,15124.5,0,508.5,-288,23413.6,0,12009,0,0,0,96,-6048,5027.4,0,14.4,0,10539,0,0,0,4160,0,6480,0,0,0,0,0,3.6,0,1.12,0,0,0,0,0,1.25,0,0,0,2079,0,0,0,50333.4,-1425.6,116421.76,-2620.8,0,0,18414,0,6294,0,0,0,7280,0,4722,0,360,0,313495.2,13636.8,6040,0,7174.4,0,11707.5,1650,45264,-792,25565,0,3885.56,-125.8,0,-180,0,0,0,-71.5,0,0
4/7/2017,4,7,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,5,83.33333333,1,16.66666667,2,40,3,60,94,128701,931170,0.9,0.358257971,0.716828281,0.769230769,0.64971678,90,100,0,0,237.67,237.67,21,21,9982.14,78,0,9648,-334.14,21.56937563,480,447.3008475,32.69915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/8/2016,18,8,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,3,27.27272727,8,72.72727273,2,66.66666667,1,33.33333333,6,75,2,25,79,113927,931278,0.6,0.316617519,0.650618486,0.769230769,0.632633077,90,97.4,0,0,237.68,237.68,22,23,10695.6,80,62,10368,-327.6,25.5378305,480,405.9859353,74.0140647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2017,2,2,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,9,81.81818182,2,18.18181818,8,88.88888889,1,11.11111111,1,50,1,50,88,121125,931278,0.5,0.319576561,0.637468895,0.769230769,0.651717335,98.3,100,0,0,237.68,237.68,23,22,10695.6,158,462,10368,-327.6,26.06462015,480,397.7805907,82.21940928,0,0,3745,0,1440,0,14538,6036,0,0,125,0,4543.2,1299.6,8640,6480,0,0,54,0,288,0,14644,1862,6792,0,0,0,5484,0,0,0,225,0,5718,0,0,0,2945,0,14565,0,0,0,0,0,302.4,-4883.4,0,-348.32,0,0,0,0,0,0,1470,0,4725,0,0,0,36822.6,-712.8,42085.68,-4804.8,0,0,10735.2,0,10437,0,13785,0,16430,0,14310,0,0,0,258904.8,28512,6045,0,4051.2,0,5310,-4050,43938,0,22120,0,0,-720,0,0,803.6,0,125.4,125.4,0,0
8/2/2017,8,2,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,9,81.81818182,2,18.18181818,8,88.88888889,1,11.11111111,2,100,0,0,88,121497,931278,0.2,0.341769378,0.718611382,0.769230769,0.618276029,100,96,0,0,237.68,237.68,24,24,11408.64,67,13,11088,-320.64,24.72717692,480,448.4135021,31.58649789,0,0,3745,0,1440,0,12018,-420,0,0,0,-396,684,-4788,23010,7170,0,0,54,0,1948.5,1660.5,15764,-1601.6,6792,0,0,-706,5484,0,2221.8,0,250.2,-727.2,5718,0,0,0,2945,0,12405,0,0,0,0,0,4930.2,4930.2,355.04,355.04,0,0,0,0,0,-277.5,348,-858,4725,0,0,0,36109.8,0,32476.08,-3057.6,0,0,10735.2,0,9723,-714,11265,0,16430,0,14310,0,0,0,358286.4,27648,6045,0,4051.2,0,8242.5,-2752.5,40770,-1584,18520,-1800,2115.5,712.5,0,-2714.4,803.6,0,871.2,871.2,0,0
27/4/2017,27,4,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,4,66.66666667,2,33.33333333,2,40,3,60,93,124848,931278,1.5,0.341769378,0.679726099,0.769230769,0.65364592,100,100,0,0,237.68,237.68,24,24,11408.64,100,100,11088,-320.64,26.1417515,480,424.1490858,55.85091421,0,0,0,0,0,0,2778,-1260,0,0,0,0,1368,-3420,8035,-360,0,0,20884.5,0,1093.5,0,6806.8,-3203.2,5853,0,0,-812,0,0,2219.7,0,28.8,0,3954,0,0,0,6120,0,6285,0,0,0,3240,2050,4735.8,4734,269.92,0,0,0,0,0,2.5,0,1678,-84,7771.5,0,0,0,27480.6,-1425.6,34354.32,-3494.4,0,0,22377.6,712.8,2856,0,7980,0,12790,0,10710,0,360,0,321782.4,12096,6045,0,4019.2,0,3472.5,1515,39924,-792,13485,4950,0,0,0,-4248,313.6,0,0,-613.8,0,0
19/10/2016,19,10,2016,1,0,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,9,81.81818182,2,18.18181818,9,100,0,0,2,100,0,0,82,116549,931278,1.9,0.263293112,0.546336868,0.769230769,0.626501827,95.5,93.6,0,0,237.68,237.68,20,18,9031.84,48,72,8712,-319.84,25.55481662,480,340.9142053,139.0857947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/1/2017,13,1,2017,0,1,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,11,100,0,0,10,90.90909091,1,9.090909091,0,0,0,0,87,120435,931278,0.9,0.290725899,0.592074182,0.769230769,0.638338371,99.1,100,0,0,237.68,237.68,21,20,9744.88,120,20,9432,-312.88,25.52954523,480,369.4542897,110.5457103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/1/2017,17,1,2017,0,1,manana,1,0,0,muslitos,0,0,0,0,0,0,1,0,0,0,0,11,8,72.72727273,3,27.27272727,0,0,8,100,0,0,3,100,64,120834,931480,2.4,0.237102503,0.650522317,0.769230769,0.473824257,95,100,0,144,243.36,0,19,0,4623.84,60,17,4315,-308.84,10.63001825,480,405.9259259,74.07407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/6/2017,6,6,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,5,83.33333333,1,16.66666667,1,20,4,80,94,126654,931278,1.1,0.371507752,0.713607595,0.769230769,0.676786628,100,100,0,0,237.68,237.68,25,27,12359.36,47,58,12052.8,-306.56,27.0672352,480,445.2911392,34.70886076,0,0,0,0,0,0,7950,-420,360,0,115,0,0,0,17890,0,0,0,0,0,4032,0,10052,-1596,3003,0,0,0,6228,6228,1526.7,0,937.8,914.4,30000,0,0,0,5040,0,17035,2160,0,0,0,0,2278.8,-1209.6,1.12,0,0,0,0,0,240,238.75,0,0,2677.5,0,0,0,18122.4,-6415.2,50173.76,-436.8,0,0,14871.6,0,7017,-1428,13225,0,10260,0,8550,-720,360,0,158176.8,7531.2,6045,0,876.8,-448,17775,-1965,6696,-1584,16205,-2520,2286.6,762.6,0,0,1024.8,0,249.7,0,195.3,195.3
9/2/2017,9,2,2017,0,1,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,9,81.81818182,2,18.18181818,8,88.88888889,1,11.11111111,1,50,1,50,89,121504,931278,1,0.276300568,0.568675845,0.769230769,0.63162651,98,100,0,0,237.68,237.68,19,20,9269.52,182,99,8964,-305.52,25.26111272,480,354.8537271,125.1462729,0,0,3745,0,0,-1440,12018,0,0,0,0,0,684,0,22290,-720,0,0,0,-54,1944,-4.5,14963.2,-800.8,6792,0,0,0,2028,-3456,2221.8,0,250.2,0,5718,0,0,0,2945,0,18215,5810,136.8,136.8,0,0,604.8,-4325.4,0,-355.04,0,0,0,0,0,0,2940,2592,4725,0,0,0,36109.8,0,30430.4,-2045.68,0,0,8596.8,-2138.4,9723,0,11265,0,16430,0,13590,-720,0,0,379886.4,21600,6045,0,4051.2,0,7792.5,-450,39978,-792,18520,0,2915.5,800,1713.6,1713.6,803.6,0,0,-871.2,0,0
27/6/2016,27,6,2016,1,0,tarde,0,1,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,7,63.63636364,4,36.36363636,0,0,7,100,0,0,4,100,158,112309,931613,6.119361187,0.122454156,0.18867474,0.769230769,0.843729283,100,100,0,0,135.27,41.67,10,5,1561.05,0,0,1260,-301.05,12.52937986,410,100.5636364,309.4363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/11/2017,10,11,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,9,81.81818182,2,18.18181818,9,100,0,0,1,50,1,50,99,134188,931162,2.1,0.335777317,0.639576346,0.769230769,0.682499463,100,100,0,0,235.29,235.29,18,18,8470.44,30,110,8170.2,-300.24,20.47178466,480,399.0956399,80.90436006,0,0,0,0,1080,0,10224,-1680,360,0,0,0,892.8,0,8365,-360,0,0,31018.5,0,220.5,-288,18673.2,-2002,12009,0,0,0,9150,6468,2690.1,2.1,0,-176.4,10539,0,0,0,3440,0,4165,0,0,0,0,0,3.6,0,1.12,0,0,0,0,0,1.25,0,0,0,6885,0,0,0,75778.2,0,153527.92,5241.6,0,0,19834.2,1425.6,9495,0,11550,11550,5810,0,8094,0,360,0,311083.2,-4320,6040,0,4928,-448,19885,997.5,65220,2868,16560,0,2900.48,0,0,0,2665.6,0,0,0,0,0
19/10/2016,19,10,2016,1,0,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,10,90.90909091,1,9.090909091,7,70,3,30,1,100,0,0,82,116554,931278,0.7,0.329563329,0.684603664,0.769230769,0.625810742,100,94,0,0,237.68,237.68,23,24,11170.96,180,40,10872,-298.96,25.4498739,480,427.1926864,52.80731364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/6/2016,7,6,2016,1,0,tarde,0,1,0,muslitos,0,0,0,0,0,0,1,0,0,0,0,11,10,90.90909091,1,9.090909091,1,10,9,90,0,0,1,100,56,111403,931605,2.4,0.202620253,0.733024691,0.769230769,0.359341686,90,90,1065,0,243.36,0,16,0,3893.76,368,18,3600,-293.76,7.870445344,480,457.4074074,22.59259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8/6/2016,8,6,2016,1,0,manana,1,0,0,muslitos,0,0,0,0,0,0,1,0,0,0,0,11,8,72.72727273,3,27.27272727,0,0,8,100,0,0,3,100,56,111398,931480,4.4,0.202620253,0.641025641,0.769230769,0.410913872,93,100,624,0,243.36,0,16,0,3893.76,155,34,3600,-293.76,9,480,400,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/8/2016,29,8,2016,1,0,manana,1,0,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,5,45.45454545,6,54.54545455,0,0,5,100,1,16.66666667,5,83.33333333,166,114374,931464,6.111111111,0.175613043,0.364738292,0.769230769,0.625919901,100,90,0,0,135.27,41.67,6,5,1019.97,43,0,727.2,-292.77,9.294910528,165,78.23636364,86.76363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2017,6,2,2017,0,1,tarde,0,1,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,6,54.54545455,5,45.45454545,0,0,6,100,0,0,5,100,187,121521,931613,6.111111111,0.070926225,0.1995338,0.769230769,0.462097612,100,0,0,0,135.27,41.67,3,1,447.48,0,0,160.2,-287.28,6.862149533,90,23.34545455,66.65454545,0,0,3745,0,1440,0,14118,-420,0,0,396,271,0,0,16010,0,0,0,54,0,288,0,18566.8,4527.6,6792,0,0,0,5484,0,2221.8,2221.8,23.4,0,5718,0,0,0,2945,0,12405,0,0,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,2214,-840,4725,0,0,0,36109.8,0,38591.28,-436.8,0,0,10735.2,0,10437,0,13785,0,16430,0,14310,0,0,0,319406.4,33717.6,6045,0,4051.2,0,12877.5,5317.5,43146,0,20325,-1795,749,-192,0,0,803.6,0,0,0,0,0
16/6/2017,16,6,2017,0,1,manana,1,0,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,10,90.90909091,1,9.090909091,9,90,1,10,1,100,0,0,94,127597,931712,2.6,0.275711592,0.582793487,0.769230769,0.61501214,100,98,0,0,237.67,237.67,11,11,5228.74,200,160,4950,-278.74,13.61149788,480,363.6631356,116.3368644,0,0,0,0,940,-1800,12234,5094,360,0,0,0,0,-2052,13210,-1080,0,0,0,0,3739.5,0,11673.2,-2402.4,336,0,0,0,6228,0,1526.7,0,28.8,-252,30000,0,0,0,4680,0,22490,0,0,0,0,0,1.8,-1209.6,1.12,-215.04,0,0,0,0,6.25,0,0,0,2677.5,0,0,0,40645.8,5718.6,30415.84,1587.04,0,0,17722.8,2851.2,5589,0,9025,0,9350,0,7830,0,360,0,127915.2,-7776,6045,0,6348.8,0,10897.5,-840,31974,-3960,16185,0,419,-908.2,0,0,397.6,0,0,0,0,0
18/7/2016,18,7,2016,1,0,manana,1,0,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,4,36.36363636,7,63.63636364,0,0,4,100,1,14.28571429,6,85.71428571,160,113232,930918,1.438465077,0.093040862,0.120953121,0.769230769,1,100,100,0,0,135.27,41.67,4,2,624.42,0,0,346.5,-277.92,16.32334047,135,21.22727273,113.7727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/6/2016,30,6,2016,1,0,tarde,0,1,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,4,36.36363636,7,63.63636364,0,0,4,100,2,28.57142857,5,71.42857143,158,112495,931679,1.765790508,0.28340081,0.738360324,0.769230769,0.498971899,66.6,95,0,0,135.27,41.67,26,4,3683.7,193,0,3407.04,-276.66,5.86675367,600,580.7368421,19.26315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/3/2017,20,3,2017,0,1,tarde,0,1,0,surimi_3,0,1,0,0,0,0,0,0,0,0,0,11,7,63.63636364,4,36.36363636,6,85.71428571,1,14.28571429,0,0,4,100,96,123709,931641,4.4,0.356607495,0.861538462,0.769230769,0.538095238,100,100,0,0,237.34,237.34,1,1,474.68,300,100,203.4,-271.28,7.704545455,30,26.4,3.6,0,0,4525,0,3600,3600,7560,-294,0,0,0,0,4104,4104,14140,-360,0,0,10107,0,1399.5,0,5605.6,2632,105,-7644,0,-538,9084,0,2219.7,0,5.4,0,9648,1725,0,0,3960,0,9575,0,0,0,0,0,604.8,-604.8,0,0,0,0,0,0,0,0,846,-924,2565,0,0,0,37481.4,0,60052.72,-3057.6,0,0,17614.8,9628.2,5439,0,11340,-3360,15590,0,12150,0,0,0,451828.8,-23328,6045,0,6707.2,0,2407.5,-3127.5,39642,0,8985,0,2061.8,0,0,-864,627.2,0,0,0,0,0
13/6/2016,13,6,2016,1,0,manana,1,0,0,angurinas_2,0,0,0,1,0,0,0,0,0,0,0,11,7,63.63636364,4,36.36363636,2,28.57142857,5,71.42857143,0,0,4,100,158,111921,930975,15.50182768,0.086781566,0.218245308,0.769230769,0.516923077,100,90,0,0,135.27,41.67,4,1,582.75,0,0,315,-267.75,7.656923077,145,41.13924051,103.8607595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/10/2017,23,10,2017,0,1,tarde,0,1,0,surimi_2,1,0,0,0,0,0,0,0,0,0,0,11,8,72.72727273,3,27.27272727,7,87.5,1,12.5,2,66.66666667,1,33.33333333,99,133335,931278,1,0.299824954,0.585900591,0.769230769,0.665253536,93.3,100,0,0,237.68,237.68,21,21,9982.56,138,199,9727.2,-255.36,26.60598362,480,365.6019691,114.3980309,0,0,3300,0,4535,0,7374,-840,360,0,336,336,0,0,7450,-720,0,0,15124.5,0,796.5,0,25415.6,-2802.8,12009,0,0,0,6810,0,3471.3,0,5.4,0,7659,-3600,0,0,4160,0,6265,0,0,0,0,0,3.6,0,1.12,0,0,0,0,0,0,0,0,0,2799,0,0,0,53897.4,-2138.4,126031.36,5256.16,0,0,20314.8,0,6294,0,0,0,7280,0,4722,0,360,0,249825.6,-7264.8,6040,0,8070.4,0,14835,-825,49224,0,25565,5245,3077.36,791.56,0,0,422.8,0,0,0,0,0
